mean,std,max,min,rms,peak_to_peak,energy,dominant_frequency,dominant_magnitude,label
0.00432277909635404,0.21884983318836645,0.8614969512158049,-0.7247694105644371,0.21889252135623935,1.586266361780242,47.9139359056917,221.0,16.642380901396773,0
0.01583946417594153,0.22292603251028031,0.7140005581170128,-0.6574908867377123,0.22348804128220262,1.371491444854725,49.9469045961555,98.0,16.575953241538436,0
0.0013045700342588574,0.2197970814973413,0.8779334407414486,-0.67518344393023,0.2198009529954845,1.5531168846716787,48.31245893772318,194.0,16.649979326768914,0
-0.0041857443456845885,0.22955894924612316,0.725177633736548,-0.6550446407442777,0.22959710720022491,1.3802222744808257,52.71483163471157,177.0,18.28108491708279,0
-0.011017920720362806,0.2217919824141161,0.6960678817386562,-0.7103325670689048,0.2220654814242497,1.406400448807561,49.31307804018378,412.0,15.084670250480562,0
-0.010450845136772238,0.22514642578143684,0.6928008149232457,-0.6483510137090082,0.22538884889503485,1.341151828632254,50.80013320622885,356.0,15.515657616863633,0
-0.0062959883725377495,0.2290833450298241,0.789120729575587,-0.6065586089300122,0.2291698462704912,1.3956793385055992,52.51881843964057,337.0,19.200231121714236,0
0.004297061152356191,0.23282365072054695,0.6971346937077496,-0.824743551748482,0.23286330125073448,1.5218782454562316,54.22531706939032,408.0,17.943535474316796,0
0.004101343765211969,0.2261066028029355,0.7552057793115465,-0.8579022612606885,0.2261437968456462,1.613108040572235,51.1410168517649,345.0,17.95242226487612,0
-0.0026909236593751825,0.21570019278194466,0.6190271569295801,-0.8770753597580889,0.21571697716292215,1.4961025166876691,46.53381423630868,330.0,16.197488378407854,0
-0.0089238147312846,0.21688031975396133,0.6516146300316656,-0.7228236048813808,0.21706383292925333,1.3744382349130464,47.1167075659388,146.0,21.48011102044588,0
-0.0025030334793665907,0.22678915121795,0.7552919399762922,-0.7548024331424683,0.22680296357578097,1.5100943731187604,51.43958428675703,448.0,16.88739648397694,0
0.0019524229957236718,0.2175110517550769,0.7343511544224043,-0.6222888705411643,0.21751981424953903,1.3566400249635686,47.314869591153965,135.0,18.72100609667752,0
0.014303660809407471,0.2292094821400974,0.766727691758766,-0.6892818568489889,0.22965535355284494,1.4560095486077549,52.741581415482216,364.0,20.082659903100083,0
0.006969378885064765,0.22517093802387508,0.7022199105086311,-0.7444996822571869,0.22527876857927687,1.446719592765818,50.750523572595384,207.0,19.972439162826966,0
-0.0016157156880361506,0.22861478543290806,1.001553686224232,-0.8128554820602368,0.22862049482869892,1.814409168284469,52.26733065571915,64.0,16.86282857297242,0
0.006642873223640303,0.22186481777398642,0.6663157262484043,-0.6560110597598663,0.221964242909865,1.3223267860082706,49.268125130549556,498.0,17.8005241465752,0
0.007179878179832308,0.2245653868288993,0.6924421674412945,-0.6697620378582378,0.2246801362210073,1.3622042052995322,50.481163612290395,492.0,18.00623027154519,0
-0.0008708542899911,0.2217323332225074,0.8815320129969203,-0.7459302630859773,0.22173404335710709,1.6274622760828976,49.16598598349145,257.0,21.996077536161756,0
0.007128266759187187,0.22462315571871944,0.6552395354207841,-0.8623117382935104,0.22473623266404155,1.5175512737142944,50.506374272026214,280.0,20.302520468858052,0
-0.008775996600189512,0.22637478808185307,0.8056177567193864,-0.7153773224706175,0.22654483617030519,1.520995079190004,51.32256279543042,208.0,19.148662781793625,0
0.009206012938167312,0.21933520110697136,0.8075224231003969,-0.7184382681664971,0.2195283150731433,1.525960691266894,48.19268111885327,500.0,18.630597972941978,0
-0.013307259080048709,0.2251119362842492,0.6559741778180237,-0.8173021911415589,0.22550491569335557,1.4732763689595827,50.85246700186741,241.0,19.651744049989855,0
-0.002569604125446842,0.2158156278138598,0.701384322812379,-0.6232567510027859,0.2158309247398342,1.3246410738151648,46.58298807405197,91.0,16.74228690341376,0
-0.005071633791172267,0.21169754751509404,0.6793804222846157,-0.7815158701920395,0.2117582893140603,1.4608962924766553,44.841573093217264,352.0,16.87343703925311,0
0.0027248308260716014,0.21942260663828048,0.7189795275830637,-0.6831898620845476,0.2194395247145971,1.4021693896676113,48.15370500696827,383.0,16.975521125101416,0
0.01019767237929761,0.22281706956926983,0.7063608567304746,-0.6729091362526468,0.22305030601501608,1.3792699929831214,49.751439013392314,307.0,17.965495853415213,0
-0.0042884212064475714,0.22691269573035705,0.7004094200907975,-0.6832772929740878,0.22695321553144276,1.3836867130648853,51.50776204006151,401.0,18.356403816396295,0
-0.0168808198126775,0.2211069406230355,0.8254723332082041,-0.7721934480384306,0.22175040308695412,1.5976657812466346,49.17324126922663,435.0,17.905140446678587,0
0.0008976200301036936,0.22606254791349165,0.7501054133687874,-0.7664290925510583,0.22606432998343226,1.5165345059198456,51.10508129085815,26.0,17.40380549573855,0
0.006355226804733552,0.2269751544015628,0.7486818869618397,-0.7899621619797624,0.22706410906031116,1.538644048941602,51.55810962335288,121.0,18.834432472992113,0
-0.004704473865708197,0.22209759024587172,0.5868843670167424,-0.7162898537607151,0.22214740976967584,1.3031742207774575,49.349471667376264,23.0,16.820303004028048,0
-0.009717135838697311,0.2346462402071494,0.8055244877301291,-0.998539379943626,0.2348473563237597,1.804063867673755,55.15328077225895,189.0,19.685137191046667,0
0.008358362922139647,0.23163872316646233,0.8335688767680893,-0.7683269078228067,0.23178947409433234,1.601895784590896,53.72636030092716,179.0,19.02685243688226,0
-0.012508032184119156,0.23057297669277602,0.7019272287042173,-0.727175887628374,0.23091199286759967,1.4291031163325914,53.32034845008639,379.0,18.76819365311908,0
-0.010413998682096602,0.2225109296023468,0.6752149694738709,-0.6889644802350101,0.2227544952656427,1.364179449708881,49.61956516105124,70.0,17.9015945611319,0
0.0024823319592873496,0.21935474885300277,0.6366052994367203,-0.6857574907603005,0.21936879408047083,1.3223627901970207,48.12266781632002,157.0,18.517815423677625,0
-0.014187501869012693,0.21059435358446585,0.7334972869109533,-0.711040601546354,0.21107171049418785,1.4445378884573072,44.55126697094226,481.0,18.10798454994393,0
0.004360910273377209,0.22158590101807316,0.669598672367373,-0.7180503103552822,0.22162880920224193,1.3876489827226552,49.11932906840376,467.0,19.981016872444354,0
0.013043976310714247,0.22312509375637443,0.7369866419742732,-0.7710058345572846,0.2235060464099022,1.5079924765315578,49.95495278178536,103.0,17.722740970292897,0
0.006340785519243209,0.2196204876126874,0.6314052843411719,-0.6848290715001273,0.21971200272228103,1.3162343558412992,48.27336414023563,341.0,17.635767588670564,0
0.005445561597893652,0.22799072976725765,0.7907925184876669,-0.6748896643422015,0.22805575414999543,1.4656821828298683,52.00942700092316,408.0,18.061325152456583,0
0.0013292082871662057,0.22977754557465946,0.7139781342842934,-0.7152952665285516,0.2297813901189245,1.429273400812845,52.79948724498538,397.0,17.520066635127996,0
0.0023170232860155477,0.22505886886612073,0.7206687084015213,-0.9604786230315772,0.22507079564484966,1.6811473314330985,50.65686305220567,199.0,16.150191362903836,0
0.0046624734025559585,0.2070025924479683,0.7559283803253457,-0.6217123900946465,0.20705509396875313,1.3776407704199922,42.871811938409195,253.0,16.073002648148588,0
0.006173822520502787,0.22269905618647357,0.6599076207970247,-0.7238137940502688,0.22278461731201457,1.3837214148472934,49.63298571086078,195.0,16.210396549749326,0
-0.010224235926131873,0.22491646613973834,0.7118374643141773,-0.7352541971765533,0.22514873248824044,1.4470916614907305,50.69195174106126,436.0,17.54807126080056,0
-0.011633088174272277,0.2254462459141388,0.6608772923310441,-0.6632078693467212,0.22574618166704116,1.3240851616777651,50.96133853724875,1.0,17.842389512869925,0
0.001494097321908705,0.22944528675965184,0.6854724295554663,-0.7259704118522008,0.2294501513249146,1.4114428414076672,52.6473719430262,263.0,19.33936261151141,0
0.008699636943615007,0.22304292296184183,0.6672481642672589,-0.7301435629133003,0.22321252018270127,1.3973917271805592,49.82382916631283,21.0,20.140671129598655,0
-0.00035033004562069216,0.21964298278983058,0.7606825008096704,-0.6740495225964466,0.21964326217745603,1.434732023406117,48.24316261995468,195.0,18.854333556687166,0
-0.001641482601465256,0.22163801827707355,0.6582196344642522,-0.7417749269407342,0.22164409672021337,1.3999945614049865,49.1261056109193,326.0,16.600135137921374,0
0.005334668562073854,0.22437283863167637,0.8374922555269632,-0.7650437409873067,0.22443624797323503,1.6025359965142698,50.37162940430345,447.0,17.93774704627804,0
-0.001569806131831058,0.2300318960853664,0.6146968165602029,-0.764714224604567,0.23003725243516612,1.37941104116477,52.917137507920344,67.0,24.605724625775046,0
0.012236446011852576,0.2274310153258856,0.7084399981223084,-0.7331080575873178,0.22775995553029996,1.4415480557096263,51.87459734316421,178.0,21.979577512571357,0
