sample_id,mean,std,variance,max,min,rms,peak_to_peak,energy,dominant_frequency,dominant_magnitude,spectral_energy,snr_db,label
0,0.00432277909635404,0.21884983318836645,0.04789524948657582,0.8614969512158049,-0.7247694105644371,0.21889252135623935,1.586266361780242,47.9139359056917,221.0,16.642380901396773,23972.497657768305,10,0
1,0.01583946417594153,0.22292603251028031,0.049696015970774554,0.7140005581170128,-0.6574908867377123,0.22348804128220262,1.371491444854725,49.9469045961555,98.0,16.575953241538436,25100.522775995156,10,0
2,0.0013045700342588574,0.2197970814973413,0.048310757034748894,0.8779334407414486,-0.67518344393023,0.2198009529954845,1.5531168846716787,48.31245893772318,194.0,16.649979326768914,24163.531673483136,10,0
3,-0.0041857443456845885,0.22955894924612316,0.052697311178984144,0.725177633736548,-0.6550446407442777,0.22959710720022491,1.3802222744808257,52.71483163471157,177.0,18.28108491708279,26367.513446573255,10,0
4,-0.011017920720362806,0.2217919824141161,0.04919168346318358,0.6960678817386562,-0.7103325670689048,0.2220654814242497,1.406400448807561,49.31307804018378,412.0,15.084670250480562,24717.401710089718,10,0
5,-0.010450845136772238,0.22514642578143684,0.050690913042156054,0.6928008149232457,-0.6483510137090082,0.22538884889503485,1.341151828632254,50.80013320622885,356.0,15.515657616863633,25458.56687130338,10,0
6,-0.0062959883725377495,0.2290833450298241,0.052479178970053435,0.789120729575587,-0.6065586089300122,0.2291698462704912,1.3956793385055992,52.51881843964057,337.0,19.200231121714236,26279.348810480784,10,0
7,0.004297061152356191,0.23282365072054695,0.054206852334843236,0.6971346937077496,-0.824743551748482,0.23286330125073448,1.5218782454562316,54.22531706939032,408.0,17.943535474316796,27185.124968674543,10,0
8,0.004101343765211969,0.2261066028029355,0.05112419583108445,0.7552057793115465,-0.8579022612606885,0.2261437968456462,1.613108040572235,51.1410168517649,345.0,17.95242226487612,25638.9626764703,10,0
9,-0.0026909236593751825,0.21570019278194466,0.046526573166168095,0.6190271569295801,-0.8770753597580889,0.21571697716292215,1.4961025166876691,46.53381423630868,330.0,16.197488378407854,23271.867704974633,10,0
10,-0.0089238147312846,0.21688031975396133,0.04703707309658051,0.6516146300316656,-0.7228236048813808,0.21706383292925333,1.3744382349130464,47.1167075659388,146.0,21.48011102044588,23598.732359706537,10,0
11,-0.0025030334793665907,0.22678915121795,0.0514333191101582,0.7552919399762922,-0.7548024331424683,0.22680296357578097,1.5100943731187604,51.43958428675703,448.0,16.88739648397694,25726.911240825313,10,0
12,0.0019524229957236718,0.2175110517550769,0.047311057635599736,0.7343511544224043,-0.6222888705411643,0.21751981424953903,1.3566400249635686,47.314869591153965,135.0,18.72100609667752,23659.77220621926,10,0
13,0.014303660809407471,0.2292094821400974,0.05253698670293163,0.766727691758766,-0.6892818568489889,0.22965535355284494,1.4560095486077549,52.741581415482216,364.0,20.082659903100083,26476.209975829588,10,0
14,0.006969378885064765,0.22517093802387508,0.050701951330551796,0.7022199105086311,-0.7444996822571869,0.22527876857927687,1.446719592765818,50.750523572595384,207.0,19.972439162826966,25431.413209462342,10,0
15,-0.0016157156880361506,0.22861478543290806,0.052264720118534586,1.001553686224232,-0.8128554820602368,0.22862049482869892,1.814409168284469,52.26733065571915,64.0,16.86282857297242,26209.22647225113,10,0
16,0.006642873223640303,0.22186481777398642,0.0492239973658842,0.6663157262484043,-0.6560110597598663,0.221964242909865,1.3223267860082706,49.268125130549556,498.0,17.8005241465752,24670.06217289642,10,0
17,0.007179878179832308,0.2245653868288993,0.05042961296161317,0.6924421674412945,-0.6697620378582378,0.2246801362210073,1.3622042052995322,50.481163612290395,492.0,18.00623027154519,25279.39216855114,10,0
18,-0.0008708542899911,0.2217323332225074,0.04916522759629706,0.8815320129969203,-0.7459302630859773,0.22173404335710709,1.6274622760828976,49.16598598349145,257.0,21.996077536161756,24583.37256603098,10,0
19,0.007128266759187187,0.22462315571871944,0.05045556208503608,0.6552395354207841,-0.8623117382935104,0.22473623266404155,1.5175512737142944,50.506374272026214,280.0,20.302520468858052,25285.870752186493,10,0
20,-0.008775996600189512,0.22637478808185307,0.05124554467910389,0.8056177567193864,-0.7153773224706175,0.22654483617030519,1.520995079190004,51.32256279543042,208.0,19.148662781793625,25700.251119621375,10,0
21,0.009206012938167312,0.21933520110697136,0.048107930444635565,0.8075224231003969,-0.7184382681664971,0.2195283150731433,1.525960691266894,48.19268111885327,500.0,18.630597972941978,24312.265486950186,10,0
22,-0.013307259080048709,0.2251119362842492,0.05067538385764386,0.6559741778180237,-0.8173021911415589,0.22550491569335557,1.4732763689595827,50.85246700186741,241.0,19.651744049989855,25518.12706438337,10,0
23,-0.002569604125446842,0.2158156278138598,0.04657638520869045,0.701384322812379,-0.6232567510027859,0.2158309247398342,1.3246410738151648,46.58298807405197,91.0,16.74228690341376,23300.174582325613,10,0
24,-0.005071633791172267,0.21169754751509404,0.0448158516239055,0.6793804222846157,-0.7815158701920395,0.2117582893140603,1.4608962924766553,44.841573093217264,352.0,16.87343703925311,22435.59159641853,10,0
25,0.0027248308260716014,0.21942260663828048,0.04814628030393757,0.7189795275830637,-0.6831898620845476,0.2194395247145971,1.4021693896676113,48.15370500696827,383.0,16.975521125101416,24132.00584877633,10,0
26,0.01019767237929761,0.22281706956926983,0.04964744649143683,0.7063608567304746,-0.6729091362526468,0.22305030601501608,1.3792699929831214,49.751439013392314,307.0,17.965495853415213,24965.839293477526,10,0
27,-0.0042884212064475714,0.22691269573035705,0.051489371483617596,0.7004094200907975,-0.6832772929740878,0.22695321553144276,1.3836867130648853,51.50776204006151,401.0,18.356403816396295,25763.338525804746,10,0
28,-0.0168808198126775,0.2211069406230355,0.04888827919167854,0.8254723332082041,-0.7721934480384306,0.22175040308695412,1.5976657812466346,49.17324126922663,435.0,17.905140446678587,24733.195304065688,10,0
29,0.0008976200301036936,0.22606254791349165,0.05110427556913971,0.7501054133687874,-0.7664290925510583,0.22606432998343226,1.5165345059198456,51.10508129085815,26.0,17.40380549573855,25574.654741824583,10,0
30,0.006355226804733552,0.2269751544015628,0.051517720715613266,0.7486818869618397,-0.7899621619797624,0.22706410906031116,1.538644048941602,51.55810962335288,121.0,18.834432472992113,25871.271695672687,10,0
31,-0.004704473865708197,0.22209759024587172,0.04932733959302313,0.5868843670167424,-0.7162898537607151,0.22214740976967584,1.3031742207774575,49.349471667376264,23.0,16.820303004028048,24686.45209544249,10,0
32,-0.009717135838697311,0.2346462402071494,0.05505885804335125,0.8055244877301291,-0.998539379943626,0.2348473563237597,1.804063867673755,55.15328077225895,189.0,19.685137191046667,27731.594365507983,10,0
33,0.008358362922139647,0.23163872316646233,0.05365649807018897,0.8335688767680893,-0.7683269078228067,0.23178947409433234,1.601895784590896,53.72636030092716,179.0,19.02685243688226,26900.288212671134,10,0
34,-0.012508032184119156,0.23057297669277602,0.05316389758096743,0.7019272287042173,-0.727175887628374,0.23091199286759967,1.4291031163325914,53.32034845008639,379.0,18.76819365311908,26827.268359446793,10,0
35,-0.010413998682096602,0.2225109296023468,0.04951111379250054,0.6752149694738709,-0.6889644802350101,0.2227544952656427,1.364179449708881,49.61956516105124,70.0,17.9015945611319,24864.76933499973,10,0
36,0.0024823319592873496,0.21935474885300277,0.048116505844363916,0.6366052994367203,-0.6857574907603005,0.21936879408047083,1.3223627901970207,48.12266781632002,157.0,18.517815423677625,24065.132287680546,10,0
37,-0.014187501869012693,0.21059435358446585,0.044349981761659024,0.7334972869109533,-0.711040601546354,0.21107171049418785,1.4445378884573072,44.55126697094226,481.0,18.10798454994393,22407.457945130758,10,0
38,0.004360910273377209,0.22158590101807316,0.04910031152999131,0.669598672367373,-0.7180503103552822,0.22162880920224193,1.3876489827226552,49.11932906840376,467.0,19.981016872444354,24577.791331517237,10,0
39,0.013043976310714247,0.22312509375637443,0.04978480746379088,0.7369866419742732,-0.7710058345572846,0.2235060464099022,1.5079924765315578,49.95495278178536,103.0,17.722740970292897,25182.579341894256,10,0
40,0.006340785519243209,0.2196204876126874,0.04823315857923458,0.6314052843411719,-0.6848290715001273,0.21971200272228103,1.3162343558412992,48.27336414023563,341.0,17.635767588670564,24158.85520519995,10,0
41,0.005445561597893652,0.22799072976725765,0.051979772859806705,0.7907925184876669,-0.6748896643422015,0.22805575414999543,1.4656821828298683,52.00942700092316,408.0,18.061325152456583,26025.430698830554,10,0
42,0.0013292082871662057,0.22977754557465946,0.05279772045031471,0.7139781342842934,-0.7152952665285516,0.2297813901189245,1.429273400812845,52.79948724498538,397.0,17.520066635127996,26441.657810524946,10,0
43,0.0023170232860155477,0.22505886886612073,0.05065149445529773,0.7206687084015213,-0.9604786230315772,0.22507079564484966,1.6811473314330985,50.65686305220567,199.0,16.150191362903836,25339.253487171038,10,0
44,0.0046624734025559585,0.2070025924479683,0.04285007328017966,0.7559283803253457,-0.6217123900946465,0.20705509396875313,1.3776407704199922,42.871811938409195,253.0,16.073002648148588,21450.224899362896,10,0
45,0.006173822520502787,0.22269905618647357,0.049594869626346114,0.6599076207970247,-0.7238137940502688,0.22278461731201457,1.3837214148472934,49.63298571086078,195.0,16.210396549749326,24841.48538564596,10,0
46,-0.010224235926131873,0.22491646613973834,0.05058741674078806,0.7118374643141773,-0.7352541971765533,0.22514873248824044,1.4470916614907305,50.69195174106126,436.0,17.54807126080056,25464.5148568546,10,0
47,-0.011633088174272277,0.2254462459141388,0.05082600979677835,0.6608772923310441,-0.6632078693467212,0.22574618166704116,1.3240851616777651,50.96133853724875,1.0,17.842389512869925,25551.047985687288,10,0
48,0.001494097321908705,0.22944528675965184,0.05264513961621886,0.6854724295554663,-0.7259704118522008,0.2294501513249146,1.4114428414076672,52.6473719430262,263.0,19.33936261151141,26333.440951853998,10,0
49,0.008699636943615007,0.22304292296184183,0.049748145483362115,0.6672481642672589,-0.7301435629133003,0.22321252018270127,1.3973917271805592,49.82382916631283,21.0,20.140671129598655,25025.985610054253,10,0
50,-0.00035033004562069216,0.21964298278983058,0.04824303988881381,0.7606825008096704,-0.6740495225964466,0.21964326217745603,1.434732023406117,48.24316261995468,195.0,18.854333556687166,24155.856127092837,10,0
51,-0.001641482601465256,0.22163801827707355,0.049123411145788394,0.6582196344642522,-0.7417749269407342,0.22164409672021337,1.3999945614049865,49.1261056109193,326.0,16.600135137921374,24568.1488394147,10,0
52,0.005334668562073854,0.22437283863167637,0.05034317071563628,0.8374922555269632,-0.7650437409873067,0.22443624797323503,1.6025359965142698,50.37162940430345,447.0,17.93774704627804,25257.672988862596,10,0
53,-0.001569806131831058,0.2300318960853664,0.05291467321662881,0.6146968165602029,-0.764714224604567,0.23003725243516612,1.37941104116477,52.917137507920344,67.0,24.605724625775046,26499.877586765717,10,0
54,0.012236446011852576,0.2274310153258856,0.05172486673216322,0.7084399981223084,-0.7331080575873178,0.22775995553029996,1.4415480557096263,51.87459734316421,178.0,21.979577512571357,26012.78416856947,10,0
55,-0.014123547499818954,0.22712431990453144,0.05158545669209593,0.7185173773711557,-0.7646448186567587,0.2275630270629998,1.4831621960279144,51.784931286075576,298.0,18.3841221174356,26129.51321303797,10,0
56,-0.008358767606936717,0.23082635934871967,0.05328080817018427,0.7224886002403116,-0.7441623854113236,0.23097765512293833,1.4666509856516352,53.350677166091046,494.0,19.896623706569233,26712.618172054124,10,0
57,0.004901425960095932,0.22266113157420211,0.04957797951390414,0.7762620617390873,-0.599122489882217,0.22271507243639002,1.3753845516213041,49.60200349034645,197.0,17.606628234872275,24813.15507737837,10,0
58,-0.0032235189351239985,0.22405037346149925,0.05019856984823729,0.6294683757390205,-0.6482440432089147,0.22407356140911044,1.2777124189479352,50.20896092256238,324.0,19.202205721829575,25136.91133455809,10,0
59,0.01069951554779182,0.22834032833144655,0.05213930554251281,0.66729499616934,-0.9296975582218231,0.22859086853037291,1.596992554391163,52.25378517547024,199.0,17.824295643291187,26188.81430232033,10,0
60,0.006439497497584259,0.22447667246667669,0.05038977648171165,0.7718590199015571,-0.6502805165759217,0.22456901747510283,1.422139536477479,50.43124360973304,10.0,16.28227402876211,25258.936856544235,10,0
61,0.0035286132439261123,0.2239317760505062,0.05014544032513407,0.7695471762193707,-0.6895982674725905,0.22395957545181966,1.4591454436919613,50.1578914365593,361.0,18.34106640902102,25087.341097911005,10,0
62,0.00613945298245145,0.22711705737201915,0.05158215774932504,0.6706188474538193,-0.7160019887491079,0.2272000233984336,1.386620836202927,51.61985063224877,257.0,18.234404307501872,25850.228869348597,10,0
63,0.003471523166556762,0.2250662342531601,0.050654809800898336,0.7815310734553161,-0.6793432032513651,0.2250930058309104,1.4608742767066811,50.66686127399427,465.0,19.3099108900152,25353.438232493485,10,0
64,0.008115902360160963,0.22348168269522967,0.04994406250029132,0.6787569612621804,-0.6088072026490506,0.22362900163308644,1.287564163911231,50.00993037141098,248.0,16.560909697637985,25137.62243942861,10,0
65,-0.0017350997406859413,0.22126315710401756,0.04895738469163716,0.6307534952217921,-0.8331905184710153,0.22126996014540087,1.4639440136928075,48.960395262747284,132.0,20.16246205038417,24482.395105779775,10,0
66,0.004794630269989451,0.22053607673692235,0.0486361611425137,0.7705965837423454,-0.5983834471932589,0.22058819012345063,1.3689800309356044,48.6591496219396,26.0,23.435922968446434,24379.376297620543,10,0
67,-0.0020538898073722374,0.21285205677008937,0.04530599807125734,0.7082022216219802,-0.6952805498264611,0.21286196591828746,1.4034827714484415,45.31021653459817,312.0,15.892966639978198,22671.884305470303,10,0
68,0.0028929254865764408,0.2137425476896857,0.04568587669287756,0.6600679928396265,-0.6879003119708647,0.21376212412574042,1.3479683048104911,45.69424571074845,189.0,17.09826739027644,22851.419181153455,10,0
69,-0.006201199746295392,0.2258551507281603,0.05101054911044,0.7906843866274841,-0.6511953401083411,0.22594026641732867,1.4418797267358252,51.04900398873346,350.0,18.92517151814319,25550.91021382755,10,0
70,-0.005075831177337073,0.22239824338320308,0.04946097865993443,0.7313043231092229,-0.6871833345161524,0.22245615910123787,1.4184876576253753,49.486742722075256,31.0,17.74562259239972,24802.303943062638,10,0
71,-0.01261248192822657,0.22030385560709437,0.04853378879535149,0.679246415420469,-0.8535168484557151,0.220664595020908,1.5327632638761841,48.692863495741335,377.0,15.375581336992063,24425.99381473304,10,0
72,0.016585905785440225,0.22847223407544517,0.052199561743425014,0.8407962741766951,-0.8037004187913278,0.22907346859500885,1.644496692968023,52.47465401414851,347.0,18.831875603418542,26438.769570329343,10,0
73,-0.001784019921872451,0.21845208616920947,0.04772131395167972,0.6368084778266561,-0.6495746969758909,0.2184593707735179,1.286383174802547,47.72449667876136,125.0,17.830343202005142,23926.359435438862,10,0
74,-0.0021900947133498463,0.2272838340953551,0.0516579412410849,0.6988750499548092,-0.8810126565041864,0.22729438566743868,1.5798877064589956,51.66273775593835,217.0,17.611232633403752,25855.413330141506,10,0
75,-0.003267508506718987,0.22115862036622053,0.048911135362290054,0.6773563455804459,-0.9979501007993218,0.2211827569548122,1.6753064463797678,48.92181197413153,170.0,17.108272201933456,24494.906478342993,10,0
76,0.0034124907757852097,0.23202692673389516,0.053836494729576356,0.7131389436484415,-0.7770419814178134,0.23205201964833483,1.490180925066255,53.848139822871175,136.0,19.70646753866968,26957.457765930845,10,0
